Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
3032,KCHVU,Financial Services,Shell Companies,NASDAQ,89.24,49,49,38,53,10.52,,,0.52,-4.36,0,1173,848,
3033,ACV,Financial Services,Asset Management,NYSE,89.21,49,57,71,66,24.73,264682863.3621521,10396028.0,0.45,-14.85,19043,24251,28762,
3034,EXPO,Industrials,Engineering & Construction,NASDAQ,89.21,49,60,24,34,64.18,3247397682.2991333,47546084.0,0.083000004,-21.68,611980,448723,487346,0.12
3035,TDWDU,Financial Services,Shell Companies,NASDAQ,89.2,49,42,38,53,10.15,,,1.24,-15.42,0,0,32,
3036,CCII,Financial Services,Shell Companies,NASDAQ,89.19,49,42,42,49,10.3,357341336.5172281,34693333.0,0.00059999997,-1.9,143320,80690,56142,
3037,SAAQ,Financial Services,Shell Companies,NASDAQ,89.18,49,39,46,52,10.07,315318547.1341324,31312667.0,0.0002,-9.28,118210,66253,41756,
3038,PALOU,Financial Services,Shell Companies,NASDAQ,89.17,48,40,39,46,10.05,,,0.02,-14.47,0,0,222,
3039,RMD,Healthcare,Medical Instruments & Supplies,NYSE,89.16,48,51,21,35,222.0,32455327119.341583,144252306.0,0.104499996,-22.07,1374610,1349633,1375988,0.086
3040,NP,Financial Services,Insurance Brokers,NYSE,89.15,48,87,81,37,27.51,4088173876.7406464,137233090.0,0.0796,-21.74,655630,477383,590434,0.328
3041,ASM,Basic Materials,Other Precious Metals & Mining,NYSE ARCA,89.13,48,80,69,95,5.94,1083676648.4183931,169855271.0,0.039100002,-50.46,3175070,3982463,3971092,0.228
3042,CLBR,Financial Services,Shell Companies,NYSE,89.13,48,44,46,46,10.2,406969506.4430294,40016667.0,0.00029999999,-1.92,137996,109828,81313,
3043,CEPF,Financial Services,Shell Companies,NASDAQ,89.1,48,41,45,44,10.3,590931008.720398,57150000.0,0.0001,-3.47,93330,85980,62302,
3044,NLY,Real Estate,REIT - Mortgage,NYSE,89.08,48,66,65,67,20.61,15865688429.061516,753714442.0,0.0,-15.95,11603540,8067386,7955876,4.794
3045,AIRJ,Industrials,Building Products & Equipment,NASDAQ,89.07,48,77,87,13,4.09,317594210.42403793,73347394.0,0.1609,-39.41,907890,1104480,1468862,
3046,LZM,Basic Materials,Other Industrial Metals & Mining,NYSE,89.06,48,32,27,28,3.99,347969325.30009556,89914557.0,0.0005,-37.66,315230,336703,373652,4.124
3047,NBHC,Financial Services,Banks - Regional,NYSE,89.06,48,52,67,62,40.17,1824785294.9595642,44539547.0,0.045100003,-15.04,484100,377620,417854,0.221
3048,KBON,Financial Services,Shell Companies,NASDAQ,89.04,48,41,39,48,10.07,444111356.716156,44015000.0,0.03,-0.79,70290,42523,36606,
3049,XIFR,Utilities,Utilities - Renewable,NYSE,89.03,48,60,71,62,10.55,1031641960.4301453,94300000.0,0.051599998,-20.38,857860,749856,874216,0.061
3050,EFR,Financial Services,Asset Management,NYSE,89.02,48,43,37,37,10.3,305569457.5623665,29523618.0,0.31,-11.51,105171,123493,124682,-0.214
3051,EFT,Financial Services,Asset Management,NYSE,89.02,48,38,36,37,10.5,279601182.3264694,26578058.0,0.08,-12.57,84357,116899,104259,-0.231
3052,SBSI,Financial Services,Banks - Regional,NYSE,89.02,48,52,70,67,31.09,937460993.741684,29807980.0,0.0354,-14.12,162020,128233,135448,0.083
3053,HGBL,Financial Services,Capital Markets,NASDAQ,89.02,48,30,18,26,1.33,46416857.456216216,34639445.0,0.0019,-25.7,81610,241670,224302,-0.143
3054,CART,Consumer Cyclical,Internet Retail,NASDAQ,89.0,48,79,59,40,43.19,10503157792.521252,231500067.0,0.1091,-18.01,4819410,3984773,4045378,0.141
3055,WULF,Financial Services,Capital Markets,NASDAQ,88.98,48,56,97,98,15.74,8487457309.974867,498968677.0,0.2882,-47.25,29808160,29652793,30852762,-0.06
3056,GRF,Financial Services,Asset Management,NYSE ARCA,88.97,48,54,39,57,10.17,41027424.845443726,3967836.0,0.0005,-14.18,760,3110,2782,-0.191
3057,BXP,Real Estate,REIT - Office,NYSE,88.95,48,66,63,23,63.4,10085820200.17096,159661556.0,0.0935,-17.95,1643400,1331580,1400360,0.037
3058,SMA,Real Estate,REIT - Industrial,NYSE,88.95,48,53,47,37,31.73,1803365153.8127518,55368903.0,0.0924,-17.99,841060,733293,732648,0.114
3059,OST,Technology,Electronic Components,NASDAQ,88.95,48,37,26,18,1.7,10108844.712820053,5963920.0,0.0296,0.29,0,0,0,-0.16
3060,ASND,Healthcare,Biotechnology,NASDAQ,88.95,48,70,79,77,225.6,15572239426.701965,65783370.0,0.0759,-20.04,1147090,730710,650312,1.147
3061,PINE,Real Estate,REIT - Retail,NYSE,88.95,48,66,81,78,17.07,312415215.6938782,17620712.0,0.021,-22.37,182690,133810,143066,0.346
3062,IRS,Real Estate,Real Estate Services,NYSE,88.94,48,38,48,75,14.75,1308754272.1205034,84599499.0,0.0150999995,-22.94,163820,161056,157246,0.041
3063,CI,Healthcare,Healthcare Plans,NYSE,88.93,48,37,35,34,272.01,72740120663.52081,264240486.0,0.026500002,-13.78,1536020,1437963,1655078,0.067
3064,TRS,Consumer Cyclical,Packaging & Containers,NASDAQ,88.93,48,51,74,70,39.15,1366077149.5270233,35873873.0,0.1603,-13.82,318370,343316,387540,0.016
3065,AAL,Industrials,Airlines,NASDAQ,88.9,48,39,88,31,13.87,8579130590.21215,661969951.0,0.1148,-26.18,80966660,68159610,71328600,0.163
3066,BSAAU,Financial Services,Shell Companies,NASDAQ,88.9,48,27,67,56,10.9,,,10.05,-40.11,30,26,52,
3067,APO,Financial Services,Asset Management,NYSE,88.9,48,59,30,23,121.69,74355291312.32364,590543159.0,0.0433,-20.61,3044190,2719563,3225974,0.638
3068,NRIM,Financial Services,Banks - Regional,NASDAQ,88.89,48,58,68,63,24.98,565906858.9199867,22244766.0,0.038399998,-18.95,186230,140713,148254,0.083
3069,GUT,Financial Services,Asset Management,NYSE,88.89,48,63,65,65,5.9,557274197.9414515,90028141.0,0.024500001,-16.55,256813,178997,192024,0.07
3070,MBINN,Financial Services,Banks - Regional,NASDAQ,88.87,48,52,53,60,19.1,,,1.15,-10.96,7667,8285,7439,0.371
3071,ZBH,Healthcare,Medical Devices,NYSE,88.86,48,60,27,37,91.04,18188746139.457047,190737689.0,0.0608,-14.82,2440400,1843626,2156132,0.048
3072,TVA,Financial Services,Shell Companies,NASDAQ,88.85,48,42,41,44,10.57,317399997.71118164,30000000.0,0.02,-13.85,121050,388883,242036,
3073,SCI,Consumer Cyclical,Personal Services,NYSE,88.84,48,58,30,57,77.84,10598034096.27024,136291587.0,0.0444,-14.45,1056160,823290,980574,0.036
3074,MSCI,Financial Services,Financial Data & Stock Exchanges,NYSE,88.83,48,34,50,41,551.36,40193648645.01953,72700000.0,0.019299999,-14.49,631610,531430,654496,0.122
3075,MMT,Financial Services,Asset Management,NYSE,88.82,48,42,36,54,4.31,238922389.0331354,54673317.0,0.96,-11.32,289557,262695,293771,0.021
3076,STHO,Real Estate,Real Estate Services,NASDAQ,88.81,48,69,65,50,8.23,109766039.75769997,12088771.0,0.0095,-17.2,21180,16850,16108,-0.599
3077,CCS,Real Estate,Real Estate - Development,NYSE,88.81,48,70,68,40,62.66,1721043402.29187,28432900.0,0.0929,-17.55,266990,265310,270318,-0.073
3078,WAFDP,Financial Services,Banks - Regional,NASDAQ,88.8,48,54,50,57,16.09,,,0.96,-8.0,19250,16576,15288,0.056
3079,MWYN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,88.8,48,93,65,11,0.96,22214284.881481647,20194804.0,0.005,-33.33,75680,153580,230362,62.404
3080,TIC,Industrials,Specialty Business Services,NYSE,88.79,48,59,25,14,8.89,1977076516.9289055,218220356.0,0.0979,-40.51,1610910,1485353,1935398,0.861
3081,DUOT,Technology,Software - Application,NASDAQ,88.78,48,64,88,32,9.14,268775140.25941944,31472499.0,0.22559999,-40.18,594210,1141406,964796,0.295
3082,FVNNU,Financial Services,Shell Companies,NASDAQ,88.77,48,94,47,55,10.8,,,0.08,-48.25,1321,1226,1310,
3083,COLAU,Financial Services,Shell Companies,NASDAQ,88.77,48,40,50,52,10.8,,,0.0,-21.17,110,93,56,
3084,ATR,Healthcare,Medical Instruments & Supplies,NYSE,88.76,48,56,31,36,123.87,7912035847.987366,63581129.0,0.0298,-15.68,461250,405410,440160,0.063
3085,ZOOZ,Industrials,Electrical Equipment & Parts,NASDAQ,88.76,48,19,8,4,7.71,59831770.079517365,8009608.0,0.0013,-84.14,15830,32483,21448,
3086,ARES,Financial Services,Asset Management,NYSE,88.75,48,57,22,15,122.01,28158020135.515152,227447653.0,0.14479999,-34.7,2470640,2075876,2215744,0.058
3087,COLA,Financial Services,Shell Companies,NASDAQ,88.74,48,46,46,56,10.45,48090496.44275379,4494439.0,0.0018000001,-18.61,43340,36783,26138,
3088,FMS,Healthcare,Medical Care Facilities,NYSE,88.73,48,51,33,32,22.69,11815270420.051155,532219370.0,3.52,-17.91,759580,668710,718832,0.014
3089,IGI,Financial Services,Asset Management,NYSE,88.7,48,42,40,49,15.75,92601906.8068018,5993651.0,0.0011999999,-7.3,34193,18067,15686,
3090,QRHC,Industrials,Waste Management,NASDAQ,88.7,48,34,20,12,1.37,29529997.897107124,21092856.0,0.0046,-43.15,30310,24146,23954,0.076
3091,EVRG,Utilities,Utilities - Regulated Electric,NASDAQ,88.69,48,54,64,74,78.04,18394648700.705933,230567172.0,0.0937,-11.94,2144920,2074376,2023390,0.044
3092,TM,Consumer Cyclical,Auto Manufacturers,NYSE,88.69,48,32,22,62,190.34,226806638644.44366,1184183366.0,0.0008,-23.53,288840,323466,362944,0.104
3093,CVSA,Consumer Defensive,Education & Training Services,NYSE,88.69,48,82,52,51,120.75,4313399311.951294,34038820.0,0.0752,-22.72,372130,343880,349210,0.097
3094,COCH,Healthcare,Medical Devices,NASDAQ,88.66,48,29,36,22,0.71,55116939.79934096,77194595.0,0.013099999,-62.43,62620,67073,114134,-0.346
3095,RBC,Industrials,Tools & Accessories,NYSE,88.66,48,46,82,87,506.1,15861598646.622314,31659245.0,0.0167,-24.2,396980,300956,280236,0.192
3096,ACGL,Financial Services,Insurance - Diversified,NASDAQ,88.65,48,57,50,58,94.66,33061689809.87027,341229126.0,0.0253,-11.61,4937580,3403476,2787286,-0.105
3097,DASH,Consumer Cyclical,Internet Retail,NASDAQ,88.64,47,81,32,17,193.36,83600064540.61072,433295654.0,0.0448,-32.27,4294180,4079806,4107866,0.356
3098,RJET,Industrials,Airlines,NASDAQ,88.64,47,27,75,73,18.7,827768774.2881775,46819500.0,0.0544,-29.96,91980,83503,95580,0.408
3099,REG,Real Estate,REIT - Retail,NASDAQ,88.63,47,49,60,68,73.23,13358643344.81044,183120547.0,0.044699997,-12.47,1487600,1253036,1337010,0.089
3100,UPS,Industrials,Integrated Freight & Logistics,NYSE,88.63,47,59,68,56,93.96,84278421435.81653,850781582.0,0.033800002,-23.24,5723350,4529796,5039404,0.076
3101,UBCP,Financial Services,Banks - Regional,NASDAQ,88.62,47,64,61,68,14.81,91768288.0,5735518.0,0.0015,-14.59,11786,5248,4493,0.092
3102,MESO,Healthcare,Biotechnology,NASDAQ,88.62,47,69,27,55,15.12,1964704319.0007114,129854878.0,0.033299997,-29.67,213640,208490,205856,3.907
3103,RIBBU,Financial Services,Shell Companies,NASDAQ,88.61,47,54,36,69,11.49,,,1.02,-30.78,430,863,564,
3104,HLN,Healthcare,Drug Manufacturers - Specialty & Generic,NYSE,88.6,47,54,33,48,9.26,40809953183.4676,4397624392.0,0.0034999999,-17.91,25412820,15635686,13797208,0.022
3105,AGNC,Real Estate,REIT - Mortgage,NASDAQ,88.59,47,65,67,65,9.62,11700701746.222416,1185481447.0,0.089499995,-21.08,47836310,28094796,25260734,
3106,DXR,Healthcare,Medical Instruments & Supplies,NASDAQ,88.59,47,23,29,24,11.01,66847663.68644714,5838224.0,0.0002,-25.41,56940,30703,19104,0.255
3107,EONR,Energy,Oil & Gas E&P,NYSE ARCA,88.57,47,70,28,96,0.49,27432622.094991684,49968344.0,0.056999996,-68.99,712720,710526,665248,-0.16
3108,PGY,Technology,Software - Infrastructure,NASDAQ,88.56,47,86,60,14,17.62,1703555720.4248867,83425843.0,0.1475,-58.27,2933320,2352296,2670612,0.186
3109,WMG,Communication Services,Entertainment,NASDAQ,88.55,47,30,35,28,27.14,14657535966.840649,523109769.0,0.090500005,-23.38,2141550,1875633,2047330,0.104
3110,ABX,Financial Services,Insurance - Life,NYSE,88.55,47,81,93,76,8.29,857638068.495739,97792249.0,0.1698,-33.36,834400,572760,576320,0.299
3111,SWIM,Industrials,Building Products & Equipment,NASDAQ,88.54,47,62,52,25,6.24,729405710.7607899,117646086.0,0.0602,-30.4,826690,786840,857986,0.144
3112,CDW,Technology,Information Technology Services,NASDAQ,88.54,47,65,36,27,135.43,18276297812.158325,125017426.0,0.0842,-18.9,1527060,1640576,1772596,0.1
3113,TRI,Industrials,Specialty Business Services,NASDAQ,88.53,47,39,14,12,98.99,40894597682.54434,433251382.0,6.04,-39.75,1664900,1666046,1918960,0.095
3114,WFC,Financial Services,Banks - Diversified,NYSE,88.53,47,57,48,48,82.97,260426831121.98224,3023999336.0,0.0,-15.13,14472850,13145323,13447956,0.095
3115,FTS,Utilities,Utilities - Regulated Electric,NYSE,88.5,47,51,58,73,53.09,27639689220.428467,510900000.0,19.78,-10.62,784170,727086,760842,0.041
3116,BKU,Financial Services,Banks - Regional,NYSE,88.49,47,58,68,77,43.64,3189067820.337536,71232249.0,0.056700002,-16.25,1198540,836196,888956,0.042
3117,BOH,Financial Services,Banks - Regional,NYSE,88.49,47,59,70,72,71.65,2944577533.361389,39450396.0,0.00029999999,-16.99,509900,351616,386930,0.129
3118,LGL,Technology,Scientific & Technical Instruments,NYSE ARCA,88.49,47,63,48,65,6.7,88292043.0,12613149.0,0.0015,-14.97,32700,20896,15644,0.248
3119,VLOS,Financial Services,Shell Companies,NASDAQ,88.48,47,40,37,47,10.68,251021618.736598,23481911.0,0.00059999997,-10.7,1380,17530,36480,
3120,AVK,Financial Services,Asset Management,NYSE,88.48,47,55,65,47,11.62,532433895.2855511,44148746.0,0.0014,-12.5,183418,152062,145939,0.04
3121,AEXA,Financial Services,Shell Companies,NYSE,88.48,47,52,55,46,11.16,549508515.5590115,49460714.0,0.0064999997,-6.92,108560,66030,68262,
3122,NJR,Utilities,Utilities - Regulated Gas,NYSE,88.47,47,56,65,78,50.61,5410270849.75444,101467946.0,0.048800003,-16.84,890110,652016,663860,0.168
3123,FTHY,Financial Services,Asset Management,NYSE,88.46,47,45,47,47,13.0,479152036.85055256,36772989.0,0.0033000002,-11.62,124536,110262,103319,
3124,AWK,Utilities,Utilities - Regulated Water,NYSE,88.46,47,56,33,55,130.91,27007268392.15451,198728989.0,0.0753,-10.11,1831790,1954846,2164624,0.062
3125,CBUS,Healthcare,Biotechnology,NASDAQ,88.46,47,56,23,71,1.52,123050633.1333251,76428964.0,0.061,-63.73,114660,112670,130412,0.065
3126,FIZZ,Consumer Defensive,Beverages - Non-Alcoholic,NASDAQ,88.46,47,34,23,35,29.67,2958243578.9114037,93615302.0,0.17809999,-22.47,465110,384670,379094,0.0
3127,IBOC,Financial Services,Banks - Regional,NASDAQ,88.45,47,48,63,59,69.94,4368331810.504593,62191514.0,0.0376,-10.86,438810,332476,327864,-0.0
3128,WRLD,Financial Services,Credit Services,NASDAQ,88.44,47,76,86,40,171.99,848847620.9755096,4660413.0,2.181,-24.46,66180,66750,95178,0.048
3129,BRLT,Consumer Cyclical,Luxury Goods,NASDAQ,88.44,47,21,16,26,1.37,23671053.996884346,16907896.0,0.0101,-52.76,36410,94353,115018,0.057
3130,PAGS,Technology,Software - Infrastructure,NYSE,88.44,47,32,28,71,9.05,2588349143.1168995,279519339.0,0.1229,-26.54,2967680,2822480,2815348,-0.002
3131,IPFXU,Financial Services,Shell Companies,NASDAQ,88.42,47,53,56,45,10.37,,,10.12,-12.86,490,776,466,
3132,BUSEP,Financial Services,Banks - Regional,NASDAQ,88.42,47,45,42,47,25.56,,,0.73,-4.09,8128,6852,9817,-0.009
3133,BULL,Technology,Software - Application,NASDAQ,88.42,47,82,37,7,7.19,4451868300.0,539620400.0,0.0718,-55.17,15060950,17549793,14019160,0.519
3134,FRA,Financial Services,Asset Management,NYSE,88.41,47,41,34,37,10.5,378088870.5634575,35434758.0,0.0039,-20.27,152756,145498,147697,-0.206
3135,EVF,Financial Services,Asset Management,NYSE,88.39,47,40,35,37,4.87,88125899.9171462,18170289.0,0.61,-12.72,77270,60353,58256,-0.237
3136,WHLRD,Real Estate,REIT - Retail,NASDAQ,88.39,47,35,33,65,36.25,,,4.91,-13.69,620,426,414,-0.139
3137,RYTM,Healthcare,Biotechnology,NASDAQ,88.39,47,72,76,70,98.66,6727536869.184036,68852082.0,0.1508,-19.26,777290,562683,629808,0.469
3138,PLOW,Consumer Cyclical,Auto Parts,NYSE,88.38,47,60,88,87,39.74,920543350.8548889,23077046.0,0.0293,-27.75,185790,190476,260830,0.105
3139,MDA,Industrials,Aerospace & Defense,NYSE,88.37,47,24,83,38,31.49,4873246568.962173,162063406.0,2.37,-36.22,1203400,1220266,1260856,0.336
3140,GD,Industrials,Aerospace & Defense,NYSE,88.37,47,65,58,67,336.72,95520214392.04987,270557195.0,0.0114,-15.82,1334280,1080383,1096254,0.081
3141,VFS,Consumer Cyclical,Auto Manufacturers,NASDAQ,88.36,47,30,22,83,3.18,7556701356.923108,2339536010.0,0.047,-39.83,397200,367720,367954,0.417
3142,BGX,Financial Services,Asset Management,NYSE,88.36,47,38,35,37,10.61,135978540.0760889,12708275.0,0.0002,-14.3,68197,69575,64161,
3143,NWAX,Financial Services,Shell Companies,NYSE,88.36,47,40,37,42,10.07,501983996.2005615,49800000.0,0.0013,-3.08,80050,156763,114768,
3144,CRC,Energy,Oil & Gas E&P,NYSE,88.36,47,38,34,89,52.51,4802491587.40432,88819893.0,0.0647,-27.05,1014440,896673,861646,0.33
3145,CRSP,Healthcare,Biotechnology,NASDAQ,88.34,47,57,53,45,54.23,5468936586.467152,96692653.0,0.2223,-30.9,2063260,1663760,1583492,10.414
